name	value
ENSPTRT00000015303.2	EXOSC6
ENSPTRT00000060139.2	AARS
ENSPTRT00000015306.3	DDX19B
ENSPTRT00000015312.3	DDX19A
ENSPTRT00000015314.3	ST3GAL2
ENSPTRT00000015316.4	FUK
ENSPTRT00000015320.6	COG4
ENSPTRT00000015329.4	SF3B3
ENSPTRT00000015330.1	IL34
ENSPTRT00000015332.4	MTSS1L
ENSPTRT00000015334.3	VAC14
ENSPTRT00000015347.2	CALB2
ENSPTRT00000049500.4	ZNF23
ENSPTRT00000015352.2	ZNF19
ENSPTRT00000015353.4	CHST4
ENSPTRT00000015355.4	TAT
ENSPTRT00000015360.4	MARVELD3
ENSPTRT00000015359.4	MARVELD3
ENSPTRT00000015362.4	PHLPP2
ENSPTRT00000015364.4	AP1G1
ENSPTRT00000076175.1	ATXN1L
ENSPTRT00000044214.4	ZNF821
ENSPTRT00000015371.6	DHODH
ENSPTRT00000061956.3	HPR
ENSPTRT00000067198.2	HPR
ENSPTRT00000015376.3	TXNL4B
ENSPTRT00000015377.1	DHX38
ENSPTRT00000015379.5	PMFBP1
ENSPTRT00000015380.3	ZFHX3
ENSPTRT00000015384.3	PSMD7
ENSPTRT00000048775.2	GLG1
ENSPTRT00000015393.4	RFWD3
ENSPTRT00000015395.4	MLKL
ENSPTRT00000015398.3	FA2H
ENSPTRT00000015399.3	WDR59
ENSPTRT00000015401.4	ZNRF1
ENSPTRT00000015403.2	LDHD
ENSPTRT00000001131.4	ZFP1
ENSPTRT00000015406.5	CTRB2
ENSPTRT00000049754.3	CTRB1
ENSPTRT00000067972.2	BCAR1
ENSPTRT00000015410.2	CFDP1
ENSPTRT00000046685.1	TMEM170A
ENSPTRT00000074599.1	CHST6
ENSPTRT00000075052.1	CHST5
ENSPTRT00000015417.1	GABARAPL2
ENSPTRT00000015418.4	ADAT1
ENSPTRT00000074441.1	ADAT1
ENSPTRT00000015419.2	KARS
ENSPTRT00000015420.4	KARS
ENSPTRT00000015421.2	TERF2IP
ENSPTRT00000052295.1	5S_rRNA
ENSPTRT00000015424.4	CNTNAP4
ENSPTRT00000015435.3	MON1B
ENSPTRT00000064525.2	SYCE1L
ENSPTRT00000015440.4	ADAMTS18
ENSPTRT00000015441.4	NUDT7
ENSPTRT00000015442.2	VAT1L
ENSPTRT00000015443.3	CLEC3A
ENSPTRT00000015446.4	WWOX
ENSPTRT00000069978.1	5S_rRNA
ENSPTRT00000015449.4	MAF
ENSPTRT00000015451.1	DYNLRB2
ENSPTRT00000015452.4	CDYL2
ENSPTRT00000015455.2	CMC2
ENSPTRT00000015456.3	CENPN
ENSPTRT00000015460.3	ATMIN
ENSPTRT00000073860.1	ATMIN
ENSPTRT00000060106.3	C16orf46
ENSPTRT00000015462.3	GCSH
ENSPTRT00000015465.3	BCO1
ENSPTRT00000015468.3	GAN
ENSPTRT00000015471.4	CMIP
ENSPTRT00000015479.3	PLCG2
ENSPTRT00000015480.4	SDR42E1
ENSPTRT00000015481.2	HSD17B2
ENSPTRT00000015482.2	MPHOSPH6
ENSPTRT00000015485.4	CDH13
ENSPTRT00000015487.4	HSBP1
ENSPTRT00000015489.3	MLYCD
ENSPTRT00000015490.3	OSGIN1
ENSPTRT00000015495.2	NECAB2
ENSPTRT00000015497.3	SLC38A8
ENSPTRT00000015499.3	MBTPS1
ENSPTRT00000015502.4	HSDL1
ENSPTRT00000074353.1	HSDL1
ENSPTRT00000015503.4	DNAAF1
ENSPTRT00000015504.5	TAF1C
ENSPTRT00000015509.3	ADAD2
ENSPTRT00000015511.3	KCNG4
ENSPTRT00000052350.1	5S_rRNA
ENSPTRT00000015514.4	WFDC1
ENSPTRT00000015517.6	ATP2C2
ENSPTRT00000015518.4	TLDC1
ENSPTRT00000015520.4	COTL1
ENSPTRT00000015522.3	KLHL36
ENSPTRT00000015524.5	USP10
ENSPTRT00000015526.4	CRISPLD2
ENSPTRT00000015530.5	ZDHHC7
ENSPTRT00000015533.4	KIAA0513
ENSPTRT00000015536.3	FAM92B
ENSPTRT00000015538.3	GSE1
ENSPTRT00000015539.3	GINS2
ENSPTRT00000015540.3	C16H16orf74
ENSPTRT00000015542.3	EMC8
ENSPTRT00000015543.4	COX4I1
ENSPTRT00000015544.3	IRF8
ENSPTRT00000073749.1	FOXF1
ENSPTRT00000015549.2	FOXF1
ENSPTRT00000015550.5	MTHFSD
ENSPTRT00000060085.1	FOXC2
ENSPTRT00000015552.3	FOXL1
ENSPTRT00000050728.3	FBXO31
ENSPTRT00000015558.4	MAP1LC3B
ENSPTRT00000015559.4	ZCCHC14
ENSPTRT00000015560.3	JPH3
ENSPTRT00000015565.4	KLHDC4
ENSPTRT00000015566.4	SLC7A5
ENSPTRT00000015568.2	CA5A
ENSPTRT00000015574.4	BANP
ENSPTRT00000075307.1	ZNF469
ENSPTRT00000015579.4	ZC3H18
ENSPTRT00000015582.3	IL17C
ENSPTRT00000015584.2	CYBA
ENSPTRT00000015585.4	MVD
ENSPTRT00000015587.4	SNAI3
ENSPTRT00000015589.3	RNF166
ENSPTRT00000015590.3	CTU2
ENSPTRT00000015595.4	CDT1
ENSPTRT00000015596.4	APRT
ENSPTRT00000015597.4	GALNS
ENSPTRT00000015599.2	TRAPPC2L
ENSPTRT00000060060.2	PABPN1L
ENSPTRT00000015603.3	CBFA2T3
ENSPTRT00000015606.3	ACSF3
ENSPTRT00000015612.3	CDH15
ENSPTRT00000015614.6	ZNF778
ENSPTRT00000072518.1	ZNF778
ENSPTRT00000015619.4	ANKRD11
ENSPTRT00000015631.5	RPL13
ENSPTRT00000072514.1	RPL13
ENSPTRT00000015642.5	CHMP1A
ENSPTRT00000075326.1	SPATA33
ENSPTRT00000073852.1	SPATA33
ENSPTRT00000015650.4	CDK10
ENSPTRT00000015652.4	SPATA2L
ENSPTRT00000015651.4	SPATA2L
ENSPTRT00000060041.2	VPS9D1
ENSPTRT00000015653.3	ZNF276
ENSPTRT00000015655.4	FANCA
ENSPTRT00000060037.3	SPIRE2
ENSPTRT00000015668.3	TCF25
ENSPTRT00000061849.1	MC1R
ENSPTRT00000015672.5	TUBB3
ENSPTRT00000015676.3	DEF8
ENSPTRT00000060032.3	DBNDD1
ENSPTRT00000015684.2	GAS8
ENSPTRT00000015687.3	PRDM7
ENSPTRT00000015692.4	RPH3AL
ENSPTRT00000015691.3	RPH3AL
ENSPTRT00000059936.2	C17H17orf97
ENSPTRT00000015693.2	RFLNB
ENSPTRT00000015695.5	VPS53
ENSPTRT00000015697.4	FAM57A
ENSPTRT00000015699.4	GEMIN4
ENSPTRT00000074975.1	GEMIN4
ENSPTRT00000015703.5	MRM3
ENSPTRT00000015704.3	NXN
ENSPTRT00000015708.2	TIMM22
ENSPTRT00000015710.4	ABR
ENSPTRT00000029741.5	BHLHA9
ENSPTRT00000015714.5	TUSC5
ENSPTRT00000015715.5	YWHAE
ENSPTRT00000015716.3	CRK
ENSPTRT00000015719.4	MYO1C
ENSPTRT00000049940.3	INPP5K
ENSPTRT00000015723.5	PITPNA
ENSPTRT00000015724.4	SLC43A2
ENSPTRT00000015727.3	SCARF1
ENSPTRT00000015739.4	TLCD2
ENSPTRT00000049817.4	WDR81
ENSPTRT00000015746.4	SERPINF2
ENSPTRT00000015749.3	SERPINF1
ENSPTRT00000015750.5	SMYD4
ENSPTRT00000015751.2	RPA1
ENSPTRT00000015753.3	RTN4RL1
ENSPTRT00000015756.5	DPH1
ENSPTRT00000066306.1	OVCA2
ENSPTRT00000015761.5	SMG6
ENSPTRT00000015766.3	SRR
ENSPTRT00000015769.4	TSR1
ENSPTRT00000015770.4	SGSM2
ENSPTRT00000015771.4	MNT
ENSPTRT00000015772.4	METTL16
ENSPTRT00000015773.3	PAFAH1B1
ENSPTRT00000050643.2	CLUH
ENSPTRT00000068894.1	ptr-mir-1253
ENSPTRT00000015783.4	RAP1GAP2
ENSPTRT00000062389.1	OR1D5
ENSPTRT00000015786.1	OR1D2
ENSPTRT00000062383.1	OR1G1
ENSPTRT00000015791.1	OR1A1
ENSPTRT00000062380.2	OR3A2
ENSPTRT00000015794.2	OR3A1
ENSPTRT00000015796.1	OR1E1
ENSPTRT00000015797.2	OR3A3
ENSPTRT00000015798.1	PTOR1E2
ENSPTRT00000015801.4	SPATA22
ENSPTRT00000015802.1	ASPA
ENSPTRT00000015803.5	TRPV3
ENSPTRT00000015805.3	TRPV1
ENSPTRT00000015814.3	CTNS
ENSPTRT00000015819.2	EMC6
ENSPTRT00000015824.4	ITGAE
ENSPTRT00000015825.5	GSG2
ENSPTRT00000015826.4	NCBP3
ENSPTRT00000015834.4	CAMKK1
ENSPTRT00000015835.3	P2RX1
ENSPTRT00000043535.3	ATP2A3
ENSPTRT00000015845.2	ZZEF1
ENSPTRT00000072077.1	5S_rRNA
ENSPTRT00000048468.4	ANKFY1
ENSPTRT00000073431.1	UBE2G1
ENSPTRT00000049406.2	SPNS3
ENSPTRT00000015854.3	SPNS2
ENSPTRT00000015858.4	MYBBP1A
ENSPTRT00000059914.3	GGT6
ENSPTRT00000015862.2	SMTNL2
ENSPTRT00000015864.2	ALOX15
ENSPTRT00000015868.4	PELP1
ENSPTRT00000015872.5	ARRB2
ENSPTRT00000015873.4	MED11
ENSPTRT00000015875.3	CXCL16
ENSPTRT00000015876.5	ZMYND15
ENSPTRT00000015878.2	TM4SF5
ENSPTRT00000015879.3	VMO1
ENSPTRT00000015880.4	GLTPD2
ENSPTRT00000015881.1	PSMB6
ENSPTRT00000015882.3	PLD2
ENSPTRT00000050934.3	MINK1
ENSPTRT00000015887.3	CHRNE
ENSPTRT00000059911.1	C17H17orf107
ENSPTRT00000059909.3	GP1BA
ENSPTRT00000015889.3	SLC25A11
ENSPTRT00000015890.3	RNF167
ENSPTRT00000015892.2	PFN1
ENSPTRT00000015893.4	ENO3
ENSPTRT00000015894.4	SPAG7
ENSPTRT00000042902.4	CAMTA2
ENSPTRT00000049861.3	INCA1
ENSPTRT00000048539.4	KIF1C
ENSPTRT00000015899.5	SLC52A1
ENSPTRT00000015901.3	ZFP3
ENSPTRT00000015902.3	ZNF232
ENSPTRT00000062328.3	USP6
ENSPTRT00000015912.5	SCIMP
ENSPTRT00000015914.5	RABEP1
ENSPTRT00000015916.3	NUP88
ENSPTRT00000059907.2	RPAIN
ENSPTRT00000015918.2	C1QBP
ENSPTRT00000015919.4	DHX33
ENSPTRT00000015923.4	DERL2
ENSPTRT00000015924.4	MIS12
ENSPTRT00000015929.4	NLRP1
ENSPTRT00000015935.4	WSCD1
ENSPTRT00000015937.3	AIPL1
ENSPTRT00000015940.5	MCRIP2
ENSPTRT00000015939.4	MCRIP2
ENSPTRT00000015942.4	PITPNM3
ENSPTRT00000015944.4	KIAA0753
ENSPTRT00000051299.1	5S_rRNA
ENSPTRT00000015945.3	TXNDC17
ENSPTRT00000015946.3	MED31
ENSPTRT00000015949.3	SLC13A5
ENSPTRT00000015953.3	XAF1
ENSPTRT00000015954.3	FBXO39
ENSPTRT00000015955.1	TEKT1
ENSPTRT00000015959.2	ALOX12
ENSPTRT00000059898.3	RNASEK
ENSPTRT00000015961.6	C17orf49
ENSPTRT00000054310.1	ptr-mir-195
ENSPTRT00000015962.4	BCL6B
ENSPTRT00000015963.2	SLC16A13
ENSPTRT00000015964.1	SLC16A11
ENSPTRT00000050918.4	SLC16A11
ENSPTRT00000044350.3	CLEC10A
ENSPTRT00000062295.3	ASGR2
ENSPTRT00000015965.2	ASGR1
ENSPTRT00000015973.5	DLG4
ENSPTRT00000015974.5	ACADVL
ENSPTRT00000054285.2	ptr-mir-324
ENSPTRT00000015976.4	DVL2
ENSPTRT00000015977.5	PHF23
ENSPTRT00000015979.3	GABARAP
ENSPTRT00000015980.3	CTDNEP1
ENSPTRT00000015983.4	CLDN7
ENSPTRT00000015985.5	SLC2A4
ENSPTRT00000015986.5	YBX2
ENSPTRT00000047981.3	EIF5A
ENSPTRT00000015991.4	GPS2
ENSPTRT00000066539.1	ACAP1
ENSPTRT00000015997.4	KCTD11
ENSPTRT00000015998.5	TMEM95
ENSPTRT00000016000.4	TNK1
ENSPTRT00000016001.5	PLSCR3
ENSPTRT00000016003.3	C17orf61
ENSPTRT00000016004.3	NLGN2
ENSPTRT00000016006.2	SPEM1
ENSPTRT00000016008.4	C17orf74
ENSPTRT00000016009.2	TMEM102
ENSPTRT00000016010.3	FGF11
ENSPTRT00000016011.3	CHRNB1
ENSPTRT00000016012.4	ZBTB4
ENSPTRT00000016014.5	TNFSF12
ENSPTRT00000016018.3	TNFSF13
ENSPTRT00000016020.4	SENP3
ENSPTRT00000016021.5	EIF4A1
ENSPTRT00000016022.3	CD68
ENSPTRT00000065643.1	CD68
ENSPTRT00000016024.4	MPDU1
ENSPTRT00000016025.3	SOX15
ENSPTRT00000016027.5	FXR2
ENSPTRT00000016028.3	SAT2
ENSPTRT00000016029.3	SHBG
ENSPTRT00000016031.3	ATP1B2
ENSPTRT00000016033.4	TP53
ENSPTRT00000016035.5	WRAP53
ENSPTRT00000016042.4	DNAH2
ENSPTRT00000075604.1	KDM6B
ENSPTRT00000016047.3	KDM6B
ENSPTRT00000016048.5	TMEM88
ENSPTRT00000016049.2	NAA38
ENSPTRT00000016050.2	NAA38
ENSPTRT00000047119.2	CYB5D1
ENSPTRT00000016051.3	CYB5D1
ENSPTRT00000016052.3	CHD3
ENSPTRT00000016057.3	KCNAB3
ENSPTRT00000016058.3	TRAPPC1
ENSPTRT00000016062.3	CNTROB
ENSPTRT00000016063.5	GUCY2D
ENSPTRT00000017204.4	NGFR
ENSPTRT00000017203.1	PHB
ENSPTRT00000017201.3	ZNF652
ENSPTRT00000017199.5	PHOSPHO1
ENSPTRT00000017198.3	ABI3
ENSPTRT00000076292.1	GNGT2
ENSPTRT00000017197.1	GNGT2
ENSPTRT00000017196.4	B4GALNT2
ENSPTRT00000017195.6	IGF2BP1
ENSPTRT00000072546.1	IGF2BP1
ENSPTRT00000017194.3	GIP
ENSPTRT00000042637.3	UBE2Z
ENSPTRT00000050624.2	ATP5G1
ENSPTRT00000017189.4	CALCOCO2
ENSPTRT00000067020.2	TTLL6
ENSPTRT00000017183.3	HOXB13
ENSPTRT00000017182.3	PRAC1
ENSPTRT00000061122.1	ptr-mir-196a-1
ENSPTRT00000017181.5	HOXB9
ENSPTRT00000072986.1	HOXB9
ENSPTRT00000017180.3	HOXB7
ENSPTRT00000017179.3	HOXB6
ENSPTRT00000017178.4	HOXB5
ENSPTRT00000054337.1	ptr-mir-10a
ENSPTRT00000017177.3	HOXB4
ENSPTRT00000076366.1	HOXB3
ENSPTRT00000017175.2	HOXB2
ENSPTRT00000017174.5	HOXB2
ENSPTRT00000017173.2	HOXB1
ENSPTRT00000017172.5	SKAP1
ENSPTRT00000068857.1	ptr-mir-1203
ENSPTRT00000050552.3	SNX11
ENSPTRT00000043342.3	NFE2L1
ENSPTRT00000061391.1	ptr-mir-152
ENSPTRT00000017163.5	COPZ2
ENSPTRT00000075832.1	CDK5RAP3
ENSPTRT00000017160.3	CDK5RAP3
ENSPTRT00000017159.2	PRR15L
ENSPTRT00000017158.4	PNPO
ENSPTRT00000017155.4	SP2
ENSPTRT00000017154.4	SP2
ENSPTRT00000017152.4	SP6
ENSPTRT00000017151.4	SCRN2
ENSPTRT00000017147.3	LRRC46
ENSPTRT00000017146.3	MRPL10
ENSPTRT00000045163.4	OSBPL7
ENSPTRT00000017142.1	TBX21
ENSPTRT00000065427.2	TBKBP1
ENSPTRT00000017141.4	TBKBP1
ENSPTRT00000017140.4	KPNB1
ENSPTRT00000017137.3	NPEPPS
ENSPTRT00000042631.4	MYL4
ENSPTRT00000072696.1	MYL4
ENSPTRT00000017129.4	CDC27
ENSPTRT00000017127.2	RPRML
ENSPTRT00000017367.5	WNT9B
ENSPTRT00000017125.4	WNT9B
ENSPTRT00000073675.1	WNT9B
ENSPTRT00000017124.3	WNT3
ENSPTRT00000017123.3	NSF
ENSPTRT00000017114.5	KANSL1
ENSPTRT00000066511.2	KANSL1
ENSPTRT00000017113.5	MAPT
ENSPTRT00000017107.4	SPPL2C
ENSPTRT00000017094.4	PLEKHM1
ENSPTRT00000017092.2	ARHGAP27
ENSPTRT00000052953.1	5S_rRNA
ENSPTRT00000065089.2	MAP3K14
ENSPTRT00000067696.2	MAP3K14
ENSPTRT00000017087.3	SPATA32
ENSPTRT00000017080.3	FMNL1
ENSPTRT00000017082.4	FMNL1
ENSPTRT00000067076.2	FMNL1
ENSPTRT00000017079.3	HEXIM2
ENSPTRT00000017077.5	ACBD4
ENSPTRT00000017073.4	NMT1
ENSPTRT00000075984.1	NMT1
ENSPTRT00000017071.4	DCAKD
ENSPTRT00000045452.4	DCAKD
ENSPTRT00000017067.3	C1QL1
ENSPTRT00000059855.3	KIF18B
ENSPTRT00000017064.5	KIF18B
ENSPTRT00000017063.4	GFAP
ENSPTRT00000017062.3	CCDC103
ENSPTRT00000017060.4	EFTUD2
ENSPTRT00000073022.1	EFTUD2
ENSPTRT00000017059.1	HIGD1B
ENSPTRT00000017058.3	GJC1
ENSPTRT00000073956.1	ADAM11
ENSPTRT00000048595.3	ADAM11
ENSPTRT00000017057.3	ADAM11
ENSPTRT00000065696.2	DBF4B
ENSPTRT00000017055.5	CCDC43
ENSPTRT00000074357.1	CCDC43
ENSPTRT00000042104.4	MEIOC
ENSPTRT00000017052.4	FZD2
ENSPTRT00000072584.1	GPATCH8
ENSPTRT00000074281.1	GPATCH8
ENSPTRT00000017050.4	GPATCH8
ENSPTRT00000017047.3	ITGA2B
ENSPTRT00000044839.4	ITGA2B
ENSPTRT00000017045.5	FAM171A2
ENSPTRT00000017043.3	GRN
ENSPTRT00000017037.5	SLC25A39
ENSPTRT00000074391.1	SLC25A39
ENSPTRT00000072597.1	RUNDC3A
ENSPTRT00000017036.4	RUNDC3A
ENSPTRT00000017034.3	SLC4A1
ENSPTRT00000046012.4	UBTF
ENSPTRT00000017026.5	TMUB2
ENSPTRT00000017025.2	ASB16
ENSPTRT00000017024.3	C17H17orf53
ENSPTRT00000017022.4	C17H17orf53
ENSPTRT00000017023.5	C17H17orf53
ENSPTRT00000017021.3	HDAC5
ENSPTRT00000017020.4	HDAC5
ENSPTRT00000017019.3	G6PC3
ENSPTRT00000017018.3	LSM12
ENSPTRT00000017017.3	TMEM101
ENSPTRT00000017015.4	NAGS
ENSPTRT00000043285.3	PYY
ENSPTRT00000017013.3	PPY
ENSPTRT00000017010.5	MPP2
ENSPTRT00000059844.3	CD300LG
ENSPTRT00000050660.4	MPP3
ENSPTRT00000064095.2	MPP3
ENSPTRT00000076228.1	C17H17orf105
ENSPTRT00000075078.1	DUSP3
ENSPTRT00000072833.1	DUSP3
ENSPTRT00000017003.2	SOST
ENSPTRT00000017002.4	MEOX1
ENSPTRT00000016999.5	ETV4
ENSPTRT00000073630.1	DHX8
ENSPTRT00000016998.3	DHX8
ENSPTRT00000016996.4	ARL4D
ENSPTRT00000016994.5	TMEM106A
ENSPTRT00000074355.1	TMEM106A
ENSPTRT00000072602.1	TMEM106A
ENSPTRT00000016991.5	NBR1
ENSPTRT00000016988.4	BRCA1
ENSPTRT00000016979.5	RND2
ENSPTRT00000049960.4	VAT1
ENSPTRT00000016975.3	IFI35
ENSPTRT00000016973.5	RPL27
ENSPTRT00000044442.3	RUNDC1
ENSPTRT00000043662.4	PTGES3L-AARSD1
ENSPTRT00000050428.3	G6PC
ENSPTRT00000059836.2	AOC3
ENSPTRT00000016967.3	AOC2
ENSPTRT00000016966.3	PSME3
ENSPTRT00000042960.3	BECN1
ENSPTRT00000074875.1	BECN1
ENSPTRT00000016962.3	CNTD1
ENSPTRT00000016960.3	COA3
ENSPTRT00000016957.4	WNK4
ENSPTRT00000016958.4	WNK4
ENSPTRT00000016956.2	VPS25
ENSPTRT00000016954.2	RAMP2
ENSPTRT00000016952.3	EZH1
ENSPTRT00000016951.4	CNTNAP1
ENSPTRT00000016950.3	CCR10
ENSPTRT00000016948.3	PLEKHH3
ENSPTRT00000073916.1	PLEKHH3
ENSPTRT00000073843.1	PLEKHH3
ENSPTRT00000016947.3	TUBG2
ENSPTRT00000016945.4	TUBG1
ENSPTRT00000016944.4	FAM134C
ENSPTRT00000016942.4	PSMC3IP
ENSPTRT00000016941.4	MLX
ENSPTRT00000016940.3	MLX
ENSPTRT00000016939.5	COASY
ENSPTRT00000016935.2	NAGLU
ENSPTRT00000059832.3	NAGLU
ENSPTRT00000016932.5	ATP6V0A1
ENSPTRT00000072589.1	CAVIN1
ENSPTRT00000074400.1	CAVIN1
ENSPTRT00000016928.5	STAT3
ENSPTRT00000016926.4	STAT5A
ENSPTRT00000016925.3	STAT5B
ENSPTRT00000016923.5	GHDC
ENSPTRT00000016922.1	HCRT
ENSPTRT00000016921.2	KCNH4
ENSPTRT00000072712.1	KCNH4
ENSPTRT00000016919.2	RAB5C
ENSPTRT00000059828.1	HSPB9
ENSPTRT00000016917.4	KAT2A
ENSPTRT00000016914.4	DHX58
ENSPTRT00000066060.2	ZNF385C
ENSPTRT00000016913.3	ZNF385C
ENSPTRT00000016908.3	NKIRAS2
ENSPTRT00000016907.3	DNAJC7
ENSPTRT00000016906.2	CNP
ENSPTRT00000046197.4	ACLY
ENSPTRT00000016899.2	KLHL11
ENSPTRT00000016898.5	KLHL10
ENSPTRT00000016897.5	NT5C3B
ENSPTRT00000016894.3	FKBP10
ENSPTRT00000016893.4	P3H4
ENSPTRT00000016890.4	JUP
ENSPTRT00000016886.3	HAP1
ENSPTRT00000016887.3	HAP1
ENSPTRT00000053726.1	5S_rRNA
ENSPTRT00000016884.2	GAST
ENSPTRT00000016883.3	EIF1
ENSPTRT00000016881.5	KRT17
ENSPTRT00000016241.4	KRT16
ENSPTRT00000016240.5	KRT16
ENSPTRT00000016878.4	KRT14
ENSPTRT00000016875.3	KRT9
ENSPTRT00000047328.2	KRT19
ENSPTRT00000016872.3	KRT15
ENSPTRT00000016871.4	KRT13
ENSPTRT00000016870.3	KRT13
ENSPTRT00000046876.3	KRT13
ENSPTRT00000016867.3	KRT36
ENSPTRT00000016869.3	KRT35
ENSPTRT00000016866.5	KRT32
ENSPTRT00000016865.2	KRT38
ENSPTRT00000016864.2	KRT37
ENSPTRT00000062042.1	KRT41
ENSPTRT00000016863.2	KRT31
ENSPTRT00000016861.3	KRT33B
ENSPTRT00000016860.4	KRT33A
ENSPTRT00000016859.4	KRTAP17-1
ENSPTRT00000074714.1	KRTAP16-1
ENSPTRT00000075528.1	KRTAP16-1
ENSPTRT00000073055.1	KRTAP29-1
ENSPTRT00000065240.1	KRTAP9-7
ENSPTRT00000064438.2	KRTAP9-9
ENSPTRT00000016858.3	KRTAP9-3
ENSPTRT00000067438.1	KRTAP9-1
ENSPTRT00000063878.1	KRTAP4-3
ENSPTRT00000059817.1	KRTAP4-5
ENSPTRT00000059816.2	KRTAP4-6
ENSPTRT00000059814.2	KRTAP4-6
ENSPTRT00000067621.2	KRTAP4-11
ENSPTRT00000059812.3	KRTAP4-11
ENSPTRT00000075437.1	KRTAP4-7
ENSPTRT00000072690.1	KRTAP4-7
ENSPTRT00000067211.2	KRTAP4-16
ENSPTRT00000059818.3	KRTAP4-8
ENSPTRT00000016835.3	KRTAP3-1
ENSPTRT00000016833.4	KRTAP3-3
ENSPTRT00000016868.4	KRT40
ENSPTRT00000073341.1	KRT40
ENSPTRT00000044719.2	KRT39
ENSPTRT00000016829.3	KRT23
ENSPTRT00000016824.2	KRT20
ENSPTRT00000016823.3	KRT12
ENSPTRT00000016821.2	KRT10
ENSPTRT00000016820.3	KRT28
ENSPTRT00000016819.2	KRT27
ENSPTRT00000016818.3	KRT26
ENSPTRT00000016817.3	KRT25
ENSPTRT00000016816.1	KRT24
ENSPTRT00000044181.3	SMARCE1
ENSPTRT00000016811.3	CCR7
ENSPTRT00000016810.4	TNS4
ENSPTRT00000059801.2	TNS4
ENSPTRT00000016809.4	IGFBP4
ENSPTRT00000016793.4	WIPF2
ENSPTRT00000067975.2	WIPF2
ENSPTRT00000016808.5	TOP2A
ENSPTRT00000016802.3	GJD3
ENSPTRT00000016797.3	RARA
ENSPTRT00000016796.2	CDC6
ENSPTRT00000016792.3	RAPGEFL1
ENSPTRT00000016790.4	CASC3
ENSPTRT00000073163.1	CASC3
ENSPTRT00000060172.3	MSL1
ENSPTRT00000016789.5	MSL1
ENSPTRT00000016788.4	NR1D1
ENSPTRT00000016787.3	THRA
ENSPTRT00000049375.4	MED24
ENSPTRT00000046765.3	CSF3
ENSPTRT00000016779.4	PSMD3
ENSPTRT00000016778.5	GSDMA
ENSPTRT00000059800.2	LRRC3C
ENSPTRT00000016776.4	ORMDL3
ENSPTRT00000048521.3	GSDMB
ENSPTRT00000045227.4	ZPBP2
ENSPTRT00000072568.1	ZPBP2
ENSPTRT00000059797.2	IKZF3
ENSPTRT00000016762.4	GRB7
ENSPTRT00000016761.3	MIEN1
ENSPTRT00000016760.3	ERBB2
ENSPTRT00000016757.3	PGAP3
ENSPTRT00000016755.5	PNMT
ENSPTRT00000016754.3	TCAP
ENSPTRT00000016752.4	STARD3
ENSPTRT00000016750.5	PPP1R1B
ENSPTRT00000016749.4	NEUROD2
ENSPTRT00000016747.3	CDK12
ENSPTRT00000016741.5	MED1
ENSPTRT00000066906.1	MED1
ENSPTRT00000016739.4	FBXL20
ENSPTRT00000065864.2	FBXL20
ENSPTRT00000016733.3	STAC2
ENSPTRT00000016731.4	RPL19
ENSPTRT00000067610.2	CACNB1
ENSPTRT00000016728.5	ARL5C
ENSPTRT00000016727.4	PLXDC1
ENSPTRT00000059793.2	FBXO47
ENSPTRT00000050754.3	LASP1
ENSPTRT00000016721.2	RPL23
ENSPTRT00000065791.1	C17orf98
ENSPTRT00000016719.5	CWC25
ENSPTRT00000074551.1	CWC25
ENSPTRT00000016718.4	PIP4K2B
ENSPTRT00000016717.6	PIP4K2B
ENSPTRT00000016715.4	PCGF2
ENSPTRT00000074840.1	CISD3
ENSPTRT00000051795.1	5S_rRNA
ENSPTRT00000016713.4	MLLT6
ENSPTRT00000016712.2	MLLT6
ENSPTRT00000016710.3	EPOP
ENSPTRT00000016709.5	SRCIN1
ENSPTRT00000072406.1	SRCIN1
ENSPTRT00000016703.4	SOCS7
ENSPTRT00000016700.5	GPR179
ENSPTRT00000016309.4	TBC1D3B
ENSPTRT00000016691.2	HNF1B
ENSPTRT00000016690.4	DDX52
ENSPTRT00000016686.3	SYNRG
ENSPTRT00000016685.4	DUSP14
ENSPTRT00000016683.4	TADA2A
ENSPTRT00000016680.3	C17orf78
ENSPTRT00000016681.3	C17orf78
ENSPTRT00000016671.3	AATF
ENSPTRT00000061998.3	LHX1
ENSPTRT00000016670.3	LHX1
ENSPTRT00000059774.3	MRM1
ENSPTRT00000048959.4	DHRS11
ENSPTRT00000067637.2	DHRS11
ENSPTRT00000016665.4	GGNBP2
ENSPTRT00000059772.2	PIGW
ENSPTRT00000016663.5	MYO19
ENSPTRT00000016662.3	ZNHIT3
ENSPTRT00000071279.1	5S_rRNA
ENSPTRT00000067492.1	CCL4
ENSPTRT00000059783.3	CCL4L2
ENSPTRT00000059770.2	CCL3
ENSPTRT00000061996.2	CCL18
ENSPTRT00000016651.1	CCL23
ENSPTRT00000075944.1	CCL14
ENSPTRT00000066632.2	CCL14
ENSPTRT00000016646.4	CCL16
ENSPTRT00000016645.5	LYZL6
ENSPTRT00000016644.2	RDM1
ENSPTRT00000016640.2	CCL5
ENSPTRT00000016639.5	HEATR9
ENSPTRT00000016636.4	TAF15
ENSPTRT00000045218.2	MMP28
ENSPTRT00000016630.3	MMP28
ENSPTRT00000016627.5	C17H17orf50
ENSPTRT00000016626.4	GAS2L2
ENSPTRT00000050363.3	GAS2L2
